table_name,non_unique,key_name,seq_in_index,column_name,collation,cardinality,sub_part,packed,null,index_type,comment,index_comment,visible,expression

game_entity,0,PRIMARY,1,game_id,A,491290,,,"",BTREE,"","",YES,
game_entity,0,uq_game_place_time,1,place_name,A,491290,,,"",BTREE,"","",YES,
game_entity,0,uq_game_place_time,2,address,A,455225,,,"",BTREE,"","",YES,
game_entity,0,uq_game_place_time,3,start_date_time,A,446225,,,"",BTREE,"","",YES,
game_entity,0,uq_game_place_time,4,end_date_time,A,438883,,,"",BTREE,"","",YES,
game_entity,1,FK5w99jeemscmsr3qh6tfrk6pff,1,user_entity_user_id,A,996,,,"",BTREE,"","",YES,
game_entity,1,idx_game_list_active_start,1,deleted_date_time,A,1,,,YES,BTREE,"","",YES,
game_entity,1,idx_game_list_active_start,2,start_date_time,A,1346,,,"",BTREE,"","",YES,
